Informant,State,Informant number,Response
TX840,TX,840,back porch 
TX840,TX,840,gallery 
TX840,TX,840,screened-in porch 
TX841,TX,841,screened-in porch 
TX842,TX,842,balcony 
TX842,TX,842,gallery 
TX842,TX,842,L-shaped porch 
TX842,TX,842,screened-in porch 
TX842,TX,842,steps 
TX843,TX,843,screened-in porch 
TX844,TX,844,screened-in porch 
TX844,TX,844,dt
TX845,TX,845,screened-in porch 
TX845,TX,845,di
TX846,TX,846,back porch 
TX846,TX,846,screened-in porch 
TX847,TX,847,back porch 
TX847,TX,847,balcony 
TX847,TX,847,gallery 
TX847,TX,847,L-shaped porch 
TX847,TX,847,screened-in porch 
TX847,TX,847,step-down 
TX847,TX,847,sun deck 
TX848,TX,848,back porch 
TX848,TX,848,front porch 
TX848,TX,848,gallery 
TX848,TX,848,screened-in porch 
TX848,TX,848,up-and-down back porch 
TX848,TX,848,dv
TX849,TX,849,screened porch 
TX849,TX,849,screened-in porch 
TX849,TX,849,dt
TX850,TX,850,balcony 
TX850,TX,850,screened-in porch 
TX851,TX,851,porch 
TX851,TX,851,screened-in porch 
TX851,TX,851,veranda 
TX852,TX,852,balcony 
TX852,TX,852,screened-in porch 
TX853,TX,853,back porch 
TX853,TX,853,balcony 
TX853,TX,853,gallery 
TX853,TX,853,screened-in porch 
TX854,TX,854,balcony 
TX854,TX,854,screened-in porch 
TX855,TX,855,ell porch 
TX855,TX,855,Galerie (G) 
TX855,TX,855,gallery 
TX855,TX,855,L-shaped porch 
TX855,TX,855,porch-type thing 
TX855,TX,855,screened-in porch 
TX855,TX,855,dn
TX855,TX,855,dv
TX856,TX,856,back porch 
TX856,TX,856,gallery 
TX856,TX,856,screened-in porch 
TX857,TX,857,back porch 
TX857,TX,857,gallery 
TX857,TX,857,screened-in porch 
TX858,TX,858,back porch 
TX858,TX,858,balcony 
TX858,TX,858,door porch 
TX858,TX,858,gallery 
TX858,TX,858,L-shaped porch 
TX858,TX,858,screened-in porch 
TX858,TX,858,upstairs balcony 
TX858,TX,858,eb
TX859,TX,859,back porch 
TX859,TX,859,circle porch 
TX859,TX,859,gallery 
TX859,TX,859,screened-in porch 
TX860,TX,860,gallery 
TX860,TX,860,L-shaped porch 
TX860,TX,860,screened-in porch 
TX861,TX,861,back porch 
TX861,TX,861,gallery 
TX861,TX,861,upstairs balcony 
TX861,TX,861,dv
TX862,TX,862,gallery 
TX863,TX,863,L-shaped porch 
TX863,TX,863,screened-in porch 
TX863,TX,863,upstairs balcony 
TX863,TX,863,dv
TX864,TX,864,L-shaped porch 
TX864,TX,864,screened-in porch 
TX865,TX,865,L-shaped porch 
TX865,TX,865,screened-in porch 
TX866,TX,866,screened-in porch 
TX867,TX,867,balcony 
TX868,TX,868,-
TX869,TX,869,back porch 
TX869,TX,869,Galerie (G) 
TX869,TX,869,gallery 
TX869,TX,869,L-shaped porch 
TX870,TX,870,balcony 
TX870,TX,870,double gallery 
TX870,TX,870,L-shaped porch 
TX870,TX,870,side gallery 
TX870,TX,870,upstairs floor 
TX870,TX,870,wraparound porch 
TX870,TX,870,dk
TX871,TX,871,L-shaped porch 
TX871,TX,871,screened-in porch 
TX872,TX,872,L-shaped porch 
TX872,TX,872,screened-in porch 
TX873,TX,873,gallery 
TX873,TX,873,L-shaped porch 
TX874,TX,874,L-shaped porch 
TX874,TX,874,screened-in porch 
TX874,TX,874,side gallery 
TX875,TX,875,kitchen porch 
TX875,TX,875,L-shaped porch 
TX875,TX,875,rear porch 
TX875,TX,875,screened-in porch 
TX876,TX,876,back porch 
TX876,TX,876,gallery 
TX876,TX,876,steps 
TX877,TX,877,-
TX878,TX,878,gallery 
TX878,TX,878,L-shaped porch 
TX879,TX,879,L-shaped porch 
TX879,TX,879,screened-in porch 
TX880,TX,880,gallery 
TX880,TX,880,L-shaped porch 
TX880,TX,880,screened-in side porch 
TX880,TX,880,dv
TX881,TX,881,-
TX882,TX,882,back porch 
TX882,TX,882,gallery 
TX882,TX,882,open porch 
TX882,TX,882,screened-in porch 
TX883,TX,883,gallery 
TX883,TX,883,screened-in porch 
TX883,TX,883,steps 
TX884,TX,884,back gallery 
TX884,TX,884,back porch 
TX884,TX,884,L-shaped porch 
TX884,TX,884,screened-in porch 
TX885,TX,885,screened-in porch 
TX886,TX,886,back porch 
TX886,TX,886,up-and-down back porch 
TX887,TX,887,back porch 
TX887,TX,887,L-shaped porch 
TX887,TX,887,screened-in porch 
TX888,TX,888,screened-in porch 
TX889,TX,889,entry 
TX889,TX,889,screened-in porch 
TX889,TX,889,dt
TX890,TX,890,back porch 
TX890,TX,890,balcony 
TX890,TX,890,L-shaped porch 
TX890,TX,890,screened-in porch 
TX891,TX,891,back porch 
TX891,TX,891,circle porch 
TX891,TX,891,screened-in porch 
TX891,TX,891,upstairs balcony 
TX892,TX,892,back porch 
TX892,TX,892,entry 
TX892,TX,892,screened-in porch 
TX892,TX,892,side gallery 
TX892,TX,892,well porch 
TX893,TX,893,back porch 
TX893,TX,893,gallery 
TX893,TX,893,screened-in porch 
TX893,TX,893,side gallery 
TX893,TX,893,di
TX894,TX,894,L-shaped porch 
TX894,TX,894,screened-in porch 
TX895,TX,895,hangover 
TX895,TX,895,screened-in porch 
TX896,TX,896,screened-in porch 
TX896,TX,896,second-floor gallery 
TX896,TX,896,dv
TX897,TX,897,-
TX898,TX,898,dv
TX899,TX,899,balcony 
TX899,TX,899,gallery 
TX899,TX,899,screened-in porch 
TX899,TX,899,dv
TX900,TX,900,L-shaped porch 
TX901,TX,901,L-shaped porch 
TX901,TX,901,screened-in porch 
TX902,TX,902,balcony 
TX902,TX,902,gallery 
TX902,TX,902,screened-in porch 
TX902,TX,902,side porch 
TX902,TX,902,di
TX903,TX,903,gallery 
TX903,TX,903,L-shaped porch 
TX904,TX,904,L-shaped porch 
TX904,TX,904,dv
TX905,TX,905,screened-in porch 
TX905,TX,905,dv
TX906,TX,906,back porch 
TX906,TX,906,balcony 
TX906,TX,906,gallery 
TX907,TX,907,back porch 
TX907,TX,907,gallery 
TX907,TX,907,screened porch 
TX907,TX,907,dv
TX908,TX,908,back porch 
TX908,TX,908,gallery 
TX908,TX,908,screened-in porch 
TX908,TX,908,dv
TX909,TX,909,hangover 
TX909,TX,909,screened-in porch 
TX909,TX,909,di
TX910,TX,910,back porch 
TX910,TX,910,gallery 
TX910,TX,910,L-shaped porch 
TX910,TX,910,screened-in porch 
TX910,TX,910,dt
TX911,TX,911,screened-in porch 
TX911,TX,911,dv
