Informant,porch 10.7,Comments,
GA8A,hall,,
GA8A,crackers,,
GA8B,breezeway,between two parts of house; [open] long hall,
GA8B,porch,,
GA8B,stoop,,
GA8B,piazza,"""don't think I ever used the word”",
GA8B,veranda,"""don't think I ever used the word”",
GA8B,stoop,small; or shed,
GA8B,dog trot,between two parts of house; [open] long hall,
GA9A,porch,,
GA9A,porch,,
GA9A,back porch,,
GA9A,porch,,
GA9A,porch chairs,,
GA9B,porch,,
GA9B,back porch,,
GA9B,weather sheds,,
GA10A,porch,,
GA10A,shed,,
GA10A,piazza,,
GA10A,stoop,rare; especially in back,
GA10B,front porch,,
GA10B,piazza,covered,
GA10B,stoop,over steps,
GA10B,walkway,house to kitchen,
GA10B,entry,house to kitchen,
GA11N,porch,,
GA11N,back porch,,
GA11N,side porch,,
GA11N,front porch,,
GA11N,end porch,,
GA12A,front porch,,
GA12A,back passage,,
GA12A,front porch,,
GA12A,piazza,,
GA12A,front passage,,
GA12A,piazza,"cf. ""piano”",
GA12A,back shed,,
GA12A,front shed,,
GA12A,stoop,,
GA12A,piano,,
GA12B!,front porch,,
GA12B!,porch,,
GA12B!,back porch,,
GA12B!,porch,,
GA12B!,stoop,,
GA12B!,veranda,,
GA12B!,patio,,
GA12B!,screen porch,front or back,
GA12B!,porch,,
GA13A,porch,,
GA13A,front shed,"as a boy; cf. ""sit on the shed”; roof",
GA13A,back shed,roof,
GA13A,piazza,"long, large, with roof",
GA13A,stoop,small,
GA13A,sit on the shed,,
GA13B!,back piazza,,
GA13B!,rear piazza,,
GA13B!,back porch,,
GA13B!,porch,,
GA13B!,porch,,
GA13B!,front piazza,,
GA13B!,stoops,on small house or off kitchen,
GA13B!,water shelf,,
GA14A,piazza,,
GA14A,piazza,,
GA14A,stoop,small roof over platform,
GA14B,front porch,,
GA14B,stoop,,
GA14B,veranda,,
GA14B,piazza,,
GA14B,front porch,,
GA14C,back porch,,
GA14C,back stoop,,
GA14C,piazza,front porch,
GA14C,entry,,
GA14C,front porch,,
GA14C,piazza,"""didn't call the porch”",
GA14C,walk,,
GA14C,porch,,
GA14C,little porches,,
GA14C,didn't call it the porch,,
GA14C,water shelf,,
GA15A,porch,,
GA15A,piazza,,
GA15A,stoop,"small, in front of door",
GA15B,front porch,,
GA15B,front piazza,,
GA16A,porch,,
GA16A,porch,,
GA16A,piazza,,
GA16A,platform,house to kitchen,
GA16A,portico,,
GA16B,piazza,,
GA16B,back piazza,,
GA16B,portico,,
GA16B,porch,,
GA16B,stoops,"small, in Savannah and Charleston",
GA16B,side piazza,,
GA16C,porch,,
GA16C,side porch,,
GA16C,veranda,more elaborate,
GA16C,terrace,no roof; brick or grass,
GA16D!,porch,,
GA16D!,back porch,,
GA16D!,stoop,grandmother's term,
GA16D!,piazza,"""used to talk about”",
GA17N,porch,any platform,
GA17N,porch,any platform,
GA17,porch,must have roof; not necessarily screened,
GA18A,porch,,
GA18A,front porch,,
GA18B,porch,,
GA18B,porch,,
GA18B,porch,,
GA18B,front porch,,
GA18B,stoop,,
GA18B,screen in porch,"""all the way across”",
GA18B,porch,,
GA19A,porch,,
GA19A,porch,"""all the way across”",
GA19A,porches,"""all the way across”",
GA19A,shed,,
GA19A,piazza,,
GA19A,piazza,,
GA19A,all the way across,,
GA19A,hall,between pens; open,
GA19B,front porch,,
GA19B,back porch,connected kitchen and dining-room with rest of house,
GA19B,back porch,connected kitchen and dining-room with rest of house,
GA20A,porch,,
GA20A,front porch,,
GA20A,piazza,"""daddy called it”",
GA20A,back piazza,,
GA20A,walk,"""kitchen” to house",
GA20A,daddy,,
GA20A,kitchen,,
GA20B,piazza,same [as veranda],
GA20B,veranda,same [as piazza],
GA20B,back porch,,
GA21A,porch,,
GA21A,piazza,older [than porch],
GA21A,back porch,,
GA21A,side porch,,
GA21A,front porch,,
GA21A,porch,,
GA21A,porch,,
GA21B,porch,,
GA21B,piazza,,
GA22A,porch,,
GA22B,veranda,,
GA22B,porch,,
GA22B,stoop,smaller [than porch],
GA22B,piazza,,
GA22B,open hall,between two parts of a house,
GA23A,porch,,
GA23A,veranda,"""some call it”",
GA23A,piazza,,
GA23B,porch,,
GA23B,back porch,,
GA23C,stoop,small,
GA23C,stoop,small,
GA23C,front and side porch,,
GA23C,balcony,,
GA23C,back porch,,
GA23C,front porch,,
GA23D!,porch,,
GA23D!,veranda,mansard; elaborate,
GA23D!,piazza,,
GA23D!,stoop,"little ""porch”; one story; not sure if local",
GA23D!,porch,,
GA23E!,porch,,
GA23E!,front porch,,
GA23E!,veranda,,
GA23E!,piazza,,
GA23F!,porch,,
GA23F!,back porch,,
GA23F!,balcony,2nd floor,
GA23F!,back porches,,
GA23F!,front porch,,
GA24N,porch,,
GA24N,porch,,
GA24A,porch,,
GA24A,veranda,,
GA24A,piazza,,
GA24B,porch,,
GA24B,porch,,
GA24B,piazza,,
GA24B,veranda,,
GA25N,front porch,,
GA25N,front yard,,
GA26,porch,,
GA26,front porch,,
GA26,back porch,,
GA26,back porch,,
GA26,side porch,,
GA26,front porch,,
GA27!,porch,roofed,
GA27!,back porch,,
GA27!,sleep-in porch,,
GA28,porch,,
GA28,veranda,,
GA28,platform,= stoop,
GA29A,platform,on neighboring house,
GA29A,front porch,,
GA29A,back porch,,
GA29A,piazza,"""back then”",
GA29A,stoop,"""not locally”",
GA29B,porch,,
GA29B,platform,house to kitchen,
GA29B,veranda,,
GA29B,piazza,,
GA29B,piazza,,
GA29B,piazza,"""cousin from Simms”",
GA29B,portico,= stoop,
GA29B,porch,,
GA30A,passage,between stove room and rest of house,
GA30A,porch,,
GA30A,front porch,,
GA30A,veranda,,
GA30A,piazza,,
GA30A,wood stand,smaller [thna piazza],
GA30B,piazza,,
GA30B,front piazza,,
GA30B,water shelf,on porch,
GA30B,porch,smaller [than piazza],
GA30C!,porch,,
GA30C!,back porch,,
GA30C!,front porch,,
GA30C!,sleep-in porch,,
GA30C!,front porch,,
GA30C!,back porch,,
GA30D,back porch,,
GA30D,front porch,,
GA30D,veranda,,
GA30D,piazza,,
GA30D,portico,,
GA30D,fuel porch,,
GA30E,NA,,
GA31,porch,,
GA31,front porch,,
GA32,porch,,
GA32,front porch,,
GA32,front porch,,
GA32,patio,,
GA33A,porch,,
GA33A,stoop,small,
GA33B,porch,,
GA33B,stoop,,
GA33B,veranda,,
GA34N,porches,,
GA34N,verandas,,
GA34A,porch,,
GA34A,veranda,rare,
GA34A,piazza,,
GA34B,porch,,
GA34B,piazza,,
GA34B,piazza,,
GA34B,veranda,"""old people”",
GA35N,sun porch,,
GA36N,veranda,,
GA36N,porch,,
GA36N,porch,,
GA36N,hip-roof porch,,
GA36N,flat porch,,
GA36N,veranda,,
GA36N,platform,,
GA37N,front porch,,
GA37N,porch,,
GA37M!,stoop,,
GA37M!,porch,large; at least 1/4 of front structure covered,
GA37M!,porch,large; at least 1/4 of front structure covered,
GA37A,veranda,,
GA37A,piazza,,
GA37B,back porch,,
GA37B,verandas,,
GA37B,piazza,,
GA37C,back porch,,
GA37C,porch,,
GA37C,stoop,smaller [than porch],
GA37C,side porch,roof,
GA37C,patio,no roof,
GA37D!,porch,,
GA37D!,back porch,,
GA37E!,porch,,
GA37E!,front porches,,
GA37E!,front stoops,,
GA37E!,back porch,,
GA37E!,front porch,,
GA37E!,terrace,,
GA37F!,back porch,,
GA37G!,porch,,
GA37G!,veranda,,
GA37G!,veranda,,
GA37G!,piazza,"""a little old-fashioned”",
GA37H!,porch,,
GA37H!,veranda,,
GA37H!,piazza,,
GA37H!,front porch,,
GA37H!,stoops,"""Baltimore black”",
GA37H!,Baltimore Black,,
GA37I!,stoop,8' X 4' tile floor,
GA37I!,porch,,
GA37I!,piazza,,
GA38,porch,,
GA39,porch,,
GA39,porches,,
GA40,front porch,,
GA40,veranda,,
GA41,porch,,
GA41,porch,,
GA41,porch,,
GA41,upstair porch,,
GA41,front porch,,
GA42A,porch,,
GA42A,entry,between kitchen and big house,
GA42A,entry,between kitchen and big house,
GA42B,porch,,
GA42B,piazza,,
GA42B,street porch,,
GA42B,yard,,
GA43,porch,,
GA44A,porch,,
GA44A,piazza,,
GA44B,piazza,"""most people”",
GA44C,porch,,
GA44C,piazza,,
GA44D,porch,,
GA44D,portico,,
GA44D,piazzas,"""used to call 'em”",
GA44E,porch,,
FL1,porch,,
FL1,piazza,,
FL1,shed,,
FL2A,porches,,
FL2A,piazzas,,
FL2A,piazza,,
FL2B,porch,,
FL2B,terrace,no roof,
FL2B,patio,,
FL2B,landing,with stairs inside or out,
FL2C!,piazza,often big,
FL2C!,porch,smaller [than piazza],
FL2C!,gallery,,
FL2C!,porches,smaller [than piazza],
FL2C!,front porches,,
FL2C!,back porches,,
FL2C!,piazza,often big,
FL3A,shed,,
FL3A,veranda,,
FL3A,balcony,= upstairs porch,
FL3A,porch,,
FL3B!,front piazza,,
FL3B!,piazza,,
FL3B!,porch,,
FL3B!,breezeway,between kitchen and house,
FL4,porch,,
FL4,front porch,,
FL4,porch,,
FL5A,porches,,
FL5A,walk,,
FL5A,veranda,"""old people call 'em”",
FL5B,veranda,"""lot of people”",
FL5B,porch,,
FL5B,piazza,a long time ago,
,,,
